Enable,Name,Birthyear,Image,Party,Location,Is_running,Description,Education,Health,Immigration,Environment,Gun_Control
FALSE,John Delaney,1963,img/runners/delaney.jpg,Democrat,"-77.151459, 39.086563",TRUE,"Montgomery County, Maryland. Congressman for Maryland’s 6th congressional district.","<p>In 2017, Delaney introduced a <a href=""https://www.congress.gov/bill/115th-congress/house-bill/3466"">bill</a> that would guarantee pre-K education &mdash;&nbsp;he wants the current system that guarantees K-12 education to be extended to pre-K and two years of community college or vocational school. He also plans to make higher education more affordable by r<a href=""https://www.johndelaney.com/issues/education/"">educing student loans and focusing grant funds on low-income families</a>.</p>","<p>Delaney has his own proposal for universal healthcare, but differentiates it from Medicare-for-all. Rather than completely getting rid of private healthcare, he plans to introduce a new public insurance option for Americans under age 65 similar to Obamacare, after which they would switch to Medicare.</p>","<p>If elected president, Delaney promises an <a href=""https://www.johndelaney.com/issues/immigration/"">immigration reform</a> plan that would both invest in border security and create a concrete path to citizenship for undocumented immigrants.&nbsp;</p>","<p>Delaney has a <a href=""http://scorecard.lcv.org/moc/john-k-delaney"">94% scorecard from the League of Conservation Voters</a>, and, if elected president, <a href=""https://www.johndelaney.com/issues/climate-change/"">plans</a> to rejoin the Paris Climate Accord on day one of his tenure. He also plans to pass a bipartisan carbon tax, invest $5 billion in technology designed to remove carbon emissions, and establish nationwide sustainable infrastructure.</p>","<p>Delaney earned a <a href=""https://votesmart.org/interest-group/1034/rating/10252?p=10&amp;of=#.XNtVbNNKjOQ"">7</a> percent scorecard from the NRA, ranking him alongside Kamala Harris and Cory Booker. His platform includes investing in federal gun violence research, a ban on semiautomatic weapons and implementing extreme risk laws to remove firearms from at-risk individuals.</p>"
FALSE,John Hickenlooper,1952,img/runners/hickenlooper.jpg,Democrat,"-104.991531, 39.742043",TRUE,"Denver, Colorado. Former mayor of Denver, current governor of Colorado. 
","<p>As the mayor of Denver, Hickenlooper implemented a <a href=""https://www.coloradopolitics.com/hot-sheet/things-to-know-about-where-john-hickenlooper-stands-on-education/article_5af8dfbe-3f70-11e9-b8cb-d34bf1738c37.html"">citywide scholarship fund</a> to help low-income students pay for college. His tenure as governor, however, began during the Recession, leading his administration to cut $332 million in education funding &mdash; a decision he later expressed regret for.&nbsp;</p>
","<p>As governor, Hickenlooper <a href=""https://www.denverpost.com/2013/01/02/colorado-governor-proposes-medicaid-expansion/"">implemented an expansion of Obamacare</a> that offered healthcare to 160,000 low income Colorado residents. However, in 2016, he <a href=""https://www.cpr.org/news/newsbeat/hickenlooper-opposes-single-payer-ballot-measure"">disavowed</a> a single-payer healthcare system, and that while he supports the concept, he doesn&rsquo;t think it makes practical sense.</p>","<p>In 2018, Hickenlooper signed an <a href=""https://denver.cbslocal.com/2018/06/18/hickenlooper-divisive-border-security/"">executive order</a> that prevented Colorado&rsquo;s statewide resources from being used to further the Trump Administration&rsquo;s family separation policy. He has also expressed support for the <a href=""http://www.ontheissues.org/2020/John_Hickenlooper_Immigration.htm"">protection of DREAMers</a>. </p>","<p>Hickenlooper recently wrote <a href=""https://www.washingtonpost.com/opinions/2019/03/26/john-hickenlooper-green-new-deal-sets-us-up-failure-we-need-better-approach/"">an op-ed for the Washington Post </a>voicing his disapproval for the Green New Deal. However, as a former geologists, he has been a staunch advocate for reducing carbon emissions and <a href=""https://www.nytimes.com/2019/03/04/us/politics/2020-john-hickenlooper-on-the-issues.html"">added Colorado to the US Climate Alliance</a> as governor.</p>","<p>During his tenure as governor of Colorado, a shooting occurred in Aurora, Colorado. He responded with a series of major gun control bills that expanded <a href=""http://www.msnbc.com/the-cycle/colorado-governor-signs-tough-gun-laws-wak"">background checks and limits on ammunition magazines</a>. His hard position on gun control became one of his signature acts as governor.</p>"
TRUE,Julian Castro,1974,img/runners/castro.jpg,Democrat,"-98.491142, 29.424349",TRUE,"San Antonio, Texas. Former mayor of San Antonio, Obama’s Secretary of Housing and Development.
","<p>Castro plans to implement <a href=""https://issues.juliancastro.com/people-first-education/"">universal pre-K program</a> for 3- and 4-year-olds, invest in educational technology, expand dual enrollment and early college programs in high schools and make all public colleges and universities tuition-free.  He also wants to increase teachers’ annual salaries.</p>","<p>In the <a href=""https://www.nbcnews.com/politics/2020-election/democratic-debate-transcript-july-31-2019-n1038016"">second Democratic debate</a>, Castro said he wants “to strengthen Medicare for the people who are on it and then expand it to anybody who wants it” and end pharmaceutical companies’ strong hold on drug prices. However, he believes in keeping a private option open for those who plan to stay with current providers.</p>","<p>Castro wants to create a <a href=""https://issues.juliancastro.com/people-first-immigration/"">clear, concrete path to citizenship</a> for undocumented immigrants and DACA recipients, and wants to increase the number of refugees admitted into the US. He also plans to end ICE detainers and overhaul the current visa program, which includes eliminating the backlog of people waiting for visas and limits based on country of origin.</p>","<p>Castro wants to create a net-zero emissions country by 2045, lowering pollution to at least half of 2005 emissions levels before 2030. His platform is largely focused on environmental justice and includes laws that would force federal agencies to consider their health impact on marginalized communities. He wants to hold perpetrators accountable for environmental discrimination through the EPA’s Civil Rights office.   
</p>","<p>Castro’s platform on gun control includes universal background checks. He wants to protect domestic violence victims by closing the “boyfriend” loophole, strengthen gun licensing processes by closing the “private sale” loophole and implement a seven day waiting period before all firearms sales. To fight domestic terrorism and nationalism, Castro plans to create the White House Initiative on Disarming Hate with at least $100 million of annual funding to combat hate crimes. 
</p>"
TRUE,Kamala Harris,1964,img/runners/harris.jpg,Democrat,"-118.243683, 34.052235",TRUE,"Los Angeles, California. Former attorney general of California, current senator from California.","<p>In 2017, Harris co-sponsored Senator Bernie Sanders’ bill on affordable higher education — the College for All act — which aimed to provide tuition grants for families that make less than $125,000 annually. Her presidential platform on education includes tuition-free community college, debt-free four-year college and income boosts to Pell Grant recipients through her LIFT Act.
</p>","<p>Harris has been a strong supporter of the Affordable Care Act and Sanders’ <a href=""https://www.harris.senate.gov/news/press-releases/harris-colleagues-introduce-medicare-for-all"">Medicare-for-All</a> bill. She plans to create a 10-year phase-in period, during which all newborns and the uninsured would be automatically enrolled in public healthcare, while leaving the option for insurance companies to create federally-regulated Medicare options. She has also taken steps to support mental health care and cut <a href=""https://www.harris.senate.gov/news/press-releases/sen-harris-introduces-bill-aimed-at-reducing-racial-disparities-in-maternal-mortality"">maternal mortality rates</a>.</p>","<p>If elected president, Harris vows to overturn President Donald Trump’s infamous Muslim Ban, shut down private immigrant detention centers and fix the current overflow of visa requests, especially those in the family visa program, as soon as possible. She also wants to streamline the citizenship process by assisting DACA recipients as they apply for green cards.</p>","<p>Harris’ climate plan includes achieving a net-zero emission economy by 2030 and investing $10 trillion in transportation, water and energy infrastructure.</p>","<p>Harris supports comprehensive background checks and a ban on assault weapons. As the attorney general of California, she organized a <a href=""https://oag.ca.gov/news/press-releases/attorney-general-kamala-d-harris-announces-seizure-1200-guns-mentally-unstable"">statewide sweep</a> of illegally owned firearms in which 1,200 weapons were confiscated. She also wants to close the ""boyfriend loophole"" to protect domestic assault survivors and end gun sales to criminals with outstanding arrest warrants.</p>"
FALSE,Kirsten Gillibrand,1966,img/runners/gilibrand.jpg,Democrat,"-73.935242, 40.730610",FALSE,"Brunswick, New York. Senator from New York.","<p>Gillibrand <a href=""https://www.gillibrand.senate.gov/issues/education"">has advocated for</a> STEM education, decreasing teacher retention rates, and improving childhood education through accts such as the Head Start program. She also <a href=""https://www.gillibrand.senate.gov/issues/education"">cosponsored an act</a> that would help organizations in low-income areas give tuition grants to make higher education more affordable.
</p>","<p>Gillibrand was one of the original cosponsors of <a href=""https://www.gillibrand.senate.gov/news/press/release/gillibrand-announces-support-for-medicare-for-all-legislation"">Medicare For All</a>, and <a href=""https://www.gillibrand.senate.gov/issues/health-care"">has long been a proponent of</a> accessible, high-quality healthcare.</p>","<p>Gillibrand has faced criticism for her contradicting track immigration track record: while she once advocated for <a href=""https://www.cnn.com/2019/01/17/politics/gillibrand-kfile-immigration/index.html"">increased deportation rates</a> and <a href=""https://www.politico.com/story/2019/04/09/kirsten-gillibrand-immigration-wrong-1264199"">making English the official language in the US</a>, she has recently <a href=""https://www.businessinsider.com/kirsten-gillibrand-abolish-ice-breaks-down-iowa-campaign-stop-2019-1"">called to abolish ICE</a>. 
</p>","<p>She has vocally supported the “<a href=""https://freebeacon.com/politics/kirsten-gillibrand-on-green-new-deal-i-support-all-the-framework/"">framework</a>” of the Green New Deal, and <a href=""https://www.gillibrand.senate.gov/issues/environment"">has served on</a> the Senate Environment &amp; Public Works committee. She wants the US to become a global leader <a href=""https://www.gillibrand.senate.gov/issues/environment"">in green technology and a sustainable economy</a>.</p>","<p>As a congresswoman, Gillibrand received <a href=""https://www.politico.com/story/2012/12/report-gillibrand-shifts-on-guns-085474"">an “A” from the NRA</a>. However, she has become more liberal around gun control after the Sandy Hook Elementary School Shooting in 2012, and wrote any <a href=""https://www.nydailynews.com/opinion/gillibrand-obligation-act-prevent-tomorrow-senseless-deaths-article-1.1221663"">op-ed</a> about gun safety following the tragedy. Her “A” has dropped to an “<a href=""https://www.cnn.com/2019/03/27/politics/kirsten-gillibrand-gun-record-nra-cnntv/index.html"">F</a>” in recent years.</p>"
FALSE,Marianne Williamson,1952,img/runners/williamson.jpg,Democrat,"-95.358421, 29.749907",TRUE,"Houston, Texas (currently lives in Frederic, Wisconsin). New York Times bestselling author, lecturer, and has appeared on Oprah. ","<p>Williamson supports universal preschool and more funding for free-lunch programs. She also aims to promote more diverse teaching approaches, including social and emotional learning, and teacher retention programs.</p>",<p>Williamson wants to implement universal health care similar to Obamacare while keeping a private insurance option. She also wants to focus on mental health and &ldquo;lifestyle&rdquo; services and improve medical technology.</p>,"<p>Williamson plans to reduce cost of naturalization process, and wants to make the path to citizenship easier and faster (specifically for asylum seekers). She also wants to reduce the number of ICE detainees.</p>",<p>Williamson wants to mirror California&rsquo;s current environmental regulations and reach net-zero emission levels by 2045. She also wants to move away from new non-electric vehicles by 2030 and implement the Green New Deal.</p>,"<p>Williamson wants to terminate sale of assault and semi-automatic rifles, ban bump stocks, and require universal background checks for all gun sales. She also plans to allow the CDC to track gun ownership more thoroughly. </p>"
FALSE,Michael Bennet,1964,img/runners/bennet.jpg,Democrat,"-104.991531, 39.742043",FALSE,"Denver, Colorado. Former Superintendent to Colorado Public schools, current senator from Colorado.","<p>During his time as Denver’s Superintendent, Bennet was criticized for his decision to shut down <a href=""https://www.newyorker.com/magazine/2007/01/15/expectations"">struggling schools</a> in the district. <a href=""https://www.bennet.senate.gov/public/index.cfm/2015/7/bennet-senate-pass-landmark-bill-to-fix-no-child-left-behind"">He passed legislation in 2015</a> that repaired the No Child Left Behind bill, and has affirmed his commitment to exceptional, affordable education in his presidential campaign.
</p>","<p>Unlike many Democratic 2020 candidates, Bennet is opposed to Medicare-for-All. However, he has proposed a universal health care plan entitled <a href=""https://michaelbennet.com/health-care/"">Medicare-X</a> which his campaign website says will lower the cost of prescription drugs, enroll millions more in public healthcare while leaving a private insurance option.</p>","<p>One of Bennet’s most famous accomplishments was his role in the Gang of Eight, a group of Senators that proposed a <a href=""https://www.congress.gov/bill/113th-congress/senate-bill/744"">comprehensive, bipartisan immigration bill</a> in 2013 that included a path to citizenship for undocumented immigrants, invested in border control technology, and expanded the US’ visa system.</p>","<p>Bennet <a href=""https://michaelbennet.com/climateplan/"">proposed a climate plan</a> that would aim for zero emission in the US by 2050, create 10 million sustainable jobs, promote green technology and infrastructure, and encourage other countries to follow his administration’s example.</p>","<p>Bennet has a <a href=""https://votesmart.org/interest-group/1034/rating/10178?of=office#.XNthbtNKjOQ"">7 percent</a> rating from the NRA. His campaign website also says he is committed to passing common-sense gun control to stop the “images of violence in our society.”</p>"
TRUE,Pete Buttigieg,1982,img/runners/buttigieg.jpg,Democrat,"-86.126976, 40.273502",TRUE,"South Bend, Indiana. Mayor of South Bend for past eight years, Afghan war veteran","<p>Buttigieg <a href=""https://peteforamerica.com/issues/"">agrees</a> that public tuition should be affordable and free for lower income families. He plans to approach the issue through a state-federal partnership combined with an increase in Pell Grants. He also plans to invest $25 billion in historically black colleges and universities (HBCUs) and minority-serving institutions (MSI).   
</p>","<p>Buttigieg has outlined his healthcare plan as a gradual Medicare-for-all, or a <a href=""https://peteforamerica.com/issues"">“Medicare for all who want it.”</a>  The plan would include a Medicare type public option and invite people to buy into it. He also plans to prioritize <a href=""https://peteforamerica.com/rural-health"">rural America</a> by training homegrown doctors and nurses with an emphasis on primary care, maternal care, mental health and addition providers.
</p>","<p>Like many Democratic contenders, Buttigieg <a href=""https://peteforamerica.com/issues"">plans</a> to create a path to citizenship for undocumented immigrants including DREAMers. He also wants an overhaul of current immigration legislation, including ending the family separation crisis and evaluating ICE and the U.S. Customs and Border Protection.</p>","<p>Buttigieg was one of <a href=""http://climatemayors.org/actions/paris-climate-agreement/"">407</a> mayors to commit to the Paris Climate Accord separate from federal policies, and plans to rejoin the agreement if elected president. He says he is committed to implementing the Green New Deal and aims to increase clean energy infrastructure.</p>","<p>Buttigieg has <a href=""https://everytown.org/mayors/"">joined</a> the Mayors Against Illegal Guns coalition, which strives to increase gun safety in cities across America. On his <a href=""https://peteforamerica.com/issues"">online platform</a>, he has vowed to ban assault weapons and high capacity magazines, institute a national gun licensing system and close various loopholes in existing gun legislation, including those surrounding domestic violence. 
</p>"
FALSE,Steve Bullock,1966,img/runners/bullock.jpg,Democrat,"-113.994034, 46.872128",FALSE,"Helena, Montana. Current Governor of Montana. ","<p>Bullock wants to implement tuition-free community college, double the federal education budget for K-12 schools and expand eligibility requirements for Pell Grants. He also plans to emphasize the importance of MSIs and HBCUs by expanding their financial resources.</p>",<p>Bullock wants build on the Affordable Care Act by providing a universal public option and automatically enrolling all eligible families. He also plans to fight pharmaceutical companies on lowering drug prices and limiting out-of-pocket medical expenses.</p>,"<p>Bullock plans to grant citizenship to DACA recipients, redirect ICE’s mission away from detention centers and invest in organizations in El Salvador, Honduras and Guatemala—addressing much of the root cause of immigration from Latin America. However, he plans on keeping Section 1325, a controversial piece of immigrtion law that makes undocumented immigration a crime.</p>","<p>Bullock plans to rejoin the Paris Climate Accord as soon as possible, which includes a net-zero emissions goal of 2050. He also wants to update infrastructure to make it more climate friendly, particularly moving towards solar energy and other advanced technologies.</p","<p>Bullock <a href=""https://ktvq.com/news/2018/08/22/bullock-clarifies-position-on-assault-weapons-ban-gun-violence/"">has cautiously supported</a> a ban on assault weapons and supports universal background checks. Overall, he&rsquo;s been <a href=""https://www.greatfallstribune.com/story/opinion/2018/05/30/america-wants-action-gun-violence-end-paralysis-column/651241002/"">moderate</a> on the topic of guns, and wants to find a middle ground between gun ownership and safety.</p>"
FALSE,Tim Ryan,1973,img/runners/ryan.jpg,Democrat,"-82.996216, 40.367474",FALSE,"Niles, Ohio. Current congressman for Ohio.","<p>If elected president, Ryan wants to invest $100 billion in school infrastructure, provide tax credits to teachers and other school staff, and promote mental and physical health programs. In 2018, Ryan cosponsored<a href=""https://timryan.house.gov/media/press-releases/congressman-tim-ryan-endorses-tuition-free-and-debt-free-college""> three bills </a>that promoted tuition-free and debt-free college. </p>","<p>Ryan supports Medicare for All, but believes in a more gradual transition. Rather than completely eliminate private insurance, he wants to create a public buy-in option and increase involvement over time.</p>","<p>At the June debate, Ryan spoke out against Trump&rsquo;s treatment of immigrants at the border, saying &ldquo; If you go to Guantanamo Bay, there are terrorists that are held that get better healthcare than those kids.&rdquo; He also said he agreed with Julian Castro and wants to repeal Section 1325, the law makes undocumented immigrantion illegal.</p>","<p>Ryan wants to reduce carbon emissions by advocating for more widespread use of clean energy sources, and invest in emission-free technology and climate friendly industries. He would also rejoin the Paris Climate accord.</p>","<p>At the June debate, Ryan said he supports gun reform in relation to school shootings, as well as mental health and trauma care to prevent further incidents. </p>"
TRUE,Tom Steyer,1957,img/runners/steyer.jpg,Democrat,"-73.935242, 40.730610",TRUE,"San Francisco, California. Founder of NextGen America, billionaire and impeachment advocate. ",<p>Steyer describes education as one of five rights critical to every American and on his campaign website implies support for tuition-free education from preschool through college or vocational training.</p>,"<p>Universal healthcare is another of Steyer&rsquo;s five fundamental rights and one of the primary issues his organization advocates for. He posted a <a href=""https://nextgenamerica.org/act/180709-evergreen-health-care-petition/"">petition</a> on his website that says Trump is &ldquo;intentionally sabotaging any chance of affordable healthcare for working families.&rdquo; In 2017, he told the Atlantic he thought Sanders&rsquo; single payer healthcare plan was not realistic but a goal Congress should aim for.</p>","<p>NextGen America&rsquo;s <a href=""https://nextgenamerica.org/issues/immigration/"">website</a> describes immigrants as having made crucial contributions to the US economy and society and suggests they need a more direct path to citizenship. In 2018, Steyer announced he would invest one million dollars into the immigrants rights community intended to decrease deportations. When talking to press afterwards, he condemned Trump for his family separation policy.</p>","<p>Climate justice as a focal point of Steyers&rsquo; campaign. His <a href=""https://www.tomsteyer.com/climate-justice/"">plan</a> involves rejoining the Paris Climate Accord, creating sustainable jobs, building climate-friendly infrastructure and implementing a community-centric climate justice programs. Steyer&rsquo;s foundation NextGen America is largely centered on climate advocacy.</p>","<p>In the wake of the Marjory Stoneman Douglas school shooting, Steyer posted a <a href=""https://www.facebook.com/officialtomsteyer/videos/1604702752984513/?v=1604702752984513"">Facebook video</a> where he condemned Trump for his gun control policies and disavowed politicians who accepted money from the NRA. NextGen America partnered with Everytown for Gun Safety to<a href=""https://everytown.org/press/giffords-nextgen-america-and-everytown-for-gun-safety-launch-national-program-to-register-high-school-students-to-vote/""> implement a program that encouraged high school students to vote.&nbsp;</a></p>"
TRUE,Tulsi Gabbard,1981,img/runners/gabbard.jpg,Democrat,"-157.858093, 21.315603",TRUE,"Honolulu, Hawaii. Currently serves in Congress representing Hawaii.","<p><a href=""https://gabbard.house.gov/education"">Gabbard</a> says she supports Senator Bernie Sanders’ College For All Act, which aims to make higher education more affordable. She has advocated for STEAM education and teacher flexibility during her congressional tenure. She also supported the <a href=""https://www.congress.gov/bill/114th-congress/house-bill/1674?q=%7B%22search%22%3A%5B%22tulsi+gabbard%22%5D%7D&amp;s=2&amp;r=24"">Private Student Loan Bankruptcy Fairness Act</a>, introduced in 2015, to eliminate debt without proof of undue burden. She says on her website that she wants to invest in education and therefore our future. 
</p>","<p><a href=""https://www.votetulsi.com/node/25065"">Gabbard</a> supports Medicare for all but argues that even universal healthcare doesn’t go far enough. She intends to address the cost of prescription medication and invest in preventative care.
</p>","<p>Gabbard has been an avid supporter of DACA recipients in the past and cosponsored both the Dream Act and a bill protecting DREAMers from deportation during DACA hearings. She has been <a href=""https://twitter.com/TulsiGabbard/status/1008898814365667328"">outspoken</a> against Trump’s immigration policies and his use of young immigrants as a bargaining chip in policy debates.</p>","<p>Gabbard says she plans to create incentives for 100% renewable energy sources and will move to end subsidies for the nuclear power industry. She supports a ban on fracking and has cosponsored bills <a href=""https://www.congress.gov/bill/115th-congress/house-bill/3380"">to ban dangerous pesticides</a>, stop <a href=""https://gabbard.house.gov/sites/gabbard.house.gov/files/H.R.%203671%20OFF%20Fossil%20Fuels%20Act.pdf"">the use of fossil fuels</a> and increase water access in <a href=""https://www.congress.gov/bill/115th-congress/house-bill/5609/actions"">disadvantaged communities</a>. She has been endorsed the <a href=""http://mauisierraclub.org/sierra-club-endorses-tulsi-gabbard/"">Maui Sierra Club</a> and has a 96% lifetime scorecard from the <a href=""http://scorecard.lcv.org/moc/tulsi-gabbard"">League of Conservation Voters</a>.
</p>","<p>Gabbard cosponsored several gun control bills, including legislation focused on <a href=""https://www.congress.gov/bill/115th-congress/house-bill/3947"">regulating assault weapons and bump stocks</a> and <a href=""https://www.congress.gov/bill/115th-congress/house-bill/2670"">closing loopholes for domestic abusers.</a> <a href=""https://www.civilbeat.org/2018/03/tulsi-gabbards-record-on-gun-control-is-a-moving-target/"">However</a>, <a href=""https://www.huffpost.com/entry/tulsi-gabbard-gun-violence-amber-tamblyn_n_5a986176e4b089ec353852a2"">many</a> consider her push for gun control as lacking compared to Democrat counterparts. 
</p>"
FALSE,Wayne Messam,1974,img/runners/messam.jpg,Democrat,"-81.760254, 27.994402",TRUE,"Miramar, Florida. Current Mayor of Miramar, former entrepreneur.","<p>In order to spark growth in the economy and help reduce the cost of education, Messam has <a href=""https://wayneforusa.com/resolving-student-debt-crisis/"">proposed</a> a $1.5 trillion debt-cancellation program that would help one in four Americans with student loans. He also wants to raise teacher salaries and invest in classroom resources.</p>","<p>Messam says he wants to lower drug costs if elected, and plans to allow the federal government to negotiate drug prices with pharmaceutical companies. Of the cost of drugs such as insulin, Messam said, &ldquo;It&rsquo;s reprehensible that in the world&rsquo;s wealthiest country, some are dying because they cannot afford the simple injections they need to live.&rdquo;</p>","<p>As mayor of Miramar, Messam partnered with the Florida Immigrant Coalition and United We Dream to create support resources for immigrants in his community, including legal aide and city-wide ID cards. He also passed a resolution demanding ICE to improve conditions at a local immigration check-in office.</p>","<p>Messam says he plans to &ldquo;lead the world and take bold, direct, climate action that will rival the New Deal&rdquo; within his first ten years. He heavily criticized Trump<a href=""http://climatemayors.org/actions/paris-climate-agreement/""> for pulling out of the Paris Climate Accord.</a></p>","<p>Messam, along with a group of Florida mayors, sued Gov. Rick Scott after the Parkland shooting for a state law that restricts municipal gun control measures. He also passed a bill to close various gun purchase loopholes and expand background checks, which he says he wants to continue on a federal level if elected president.</p>"
FALSE,William Weld,1945,img/runners/weld.jpg,Democrat,"-71.382439, 42.407211",TRUE,Massachusetts. Former governor of Massachusetts and federal prosecutor. ,"<p>One solution Weld has proposed is a stronger focus on <a href=""https://thehill.com/hilltv/rising/443370-bill-weld-calls-for-more-attention-on-online-education"">online education</a>, which he suggests could help working families access higher education.</p>","<p>As the governor of Massachusetts, Weld <a href=""https://www.hillaryclinton.com/issues/college/"">requested</a> additional Medicare funding from the federal government and later loosened requirements to receive public insurance.</p>","<p>Weld disavowed Trump&rsquo;s border wall as a &ldquo;<a href=""https://www.theguardian.com/us-news/2019/mar/23/bill-weld-interview-trump-republican-2020-challenger"">political shibboleth</a>&rdquo; and compared his immigration policies to <a href=""https://www.nytimes.com/2016/05/20/us/politics/libertarian-party-trump.html"">Nazi Germany</a>.</p>","<p>Despite his spot on the GOP ticket, Weld <a href=""https://www.boston.com/news/politics/2019/02/15/bill-weld-2020-campaign"">expressed support</a> for the Paris Climate Accord and believes the US should rejoin.</p>","<p>Although he was a <a href=""https://fivethirtyeight.com/features/how-bill-weld-could-shake-up-the-2020-republican-primary/"">Libertarian</a> as recently as 2016, Weld a mixed record on gun control: <a href=""https://www.nytimes.com/1993/10/01/us/in-shift-massachusetts-governor-backs-gun-law.html"">he proposed a statewide ban on assault weapons in 1993</a>, and also tried to rise the legal gun ownership age to 21.</p>"